gene_id	TCGA-BC-A10T-11A-11R-A131-07	TCGA-DD-A1EC-11A-11R-A131-07	TCGA-DD-A1EH-11A-11R-A131-07	TCGA-DD-A39V-11A-11R-A213-07	TCGA-DD-A39W-11A-11R-A213-07	TCGA-DD-A39X-11A-11R-A213-07	TCGA-EP-A12J-11A-11R-A131-07	TCGA-ES-A2HT-11A-11R-A180-07	TCGA-BC-A216-11A-11R-A155-07	TCGA-BD-A2L6-11A-21R-A213-07	TCGA-DD-A114-11A-12R-A131-07	TCGA-DD-A118-11A-11R-A131-07	TCGA-DD-A1EI-11A-11R-A131-07	TCGA-DD-A1EL-11A-11R-A155-07
ENSG00000011451.21	646	1245	867	752	1312	1153	945	1541	1013	1104	1384	540	1341	1683
ENSG00000011454.18	540	814	635	483	857	717	669	1039	660	1274	1245	398	1140	1365
ENSG00000011465.18	9890	13029	9489	9541	8689	10658	10418	21818	17347	23016	15880	6257	16626	25537
ENSG00000011478.13	333	311	475	281	467	489	333	397	300	441	684	291	537	501
ENSG00000011485.15	891	1495	1427	1136	1878	1785	1016	1716	1027	1722	1660	1123	2139	2281
ENSG00000011523.14	197	415	247	207	290	326	237	306	200	542	369	122	416	437
ENSG00000011566.15	436	745	692	466	747	601	585	1050	603	883	1036	501	1016	1328
ENSG00000011590.14	0	4	4	4	6	2	4	11	5	31	23	1	2	6
ENSG00000011600.12	861	1452	1152	939	1113	1435	675	2516	1690	7507	2762	1294	1364	2761
ENSG00000011638.11	56	106	142	39	67	55	150	145	82	308	129	40	141	148
ENSG00000011677.13	1	0	1	0	0	0	0	1	4	0	0	0	0	0
ENSG00000012048.23	23	167	140	148	242	78	183	172	255	134	405	158	572	459
ENSG00000012061.16	917	758	934	806	1262	1292	541	884	840	1391	1094	633	1107	1089
ENSG00000012124.17	21	109	104	15	208	98	18	74	19	406	103	11	151	42
ENSG00000012171.20	101	74	115	111	100	78	240	939	97	138	257	48	160	468
ENSG00000012174.12	862	1354	827	718	1459	1502	859	1156	972	1033	1526	761	1362	1820
ENSG00000012211.13	152	131	110	108	176	148	106	213	121	167	176	121	181	144
ENSG00000012223.13	40	28	32	29	47	29	37	23	31	66	121	27	105	87
ENSG00000012232.9	267	1393	377	436	540	1383	432	1037	442	994	761	298	558	1358
ENSG00000012504.15	3590	4507	4880	3412	4838	4218	3163	7018	3952	3528	4518	3317	5046	8120
ENSG00000012660.14	3611	2579	2628	2607	3214	2914	4564	4359	2599	3680	7736	2322	4479	5894
ENSG00000012779.11	96	193	89	120	132	95	145	313	170	1116	505	140	256	233
ENSG00000012817.16	399	0	731	666	1	1	446	961	0	1468	1280	1	1147	1253
ENSG00000012822.16	932	1874	1332	1237	1629	2615	1051	2746	1332	2775	2256	843	1507	2726
ENSG00000012963.15	609	804	752	569	799	890	472	996	652	1177	1077	531	923	747
ENSG00000012983.11	483	624	538	349	481	562	228	612	554	781	683	346	730	701
ENSG00000013016.16	262	1038	576	968	1207	1213	699	652	513	639	1907	725	1879	2823
ENSG00000013275.8	1643	1663	2320	2457	2583	2013	1986	4601	2311	2985	3535	1603	3186	3786
ENSG00000013288.9	1684	3492	2933	2134	2822	3611	3645	4730	2562	3403	6119	2237	5132	5135
ENSG00000013293.6	0	1	0	6	3	3	3	1	4	1	5	0	5	16
ENSG00000013297.12	34	71	122	49	32	49	106	246	115	279	230	22	137	244
ENSG00000013306.16	2255	2556	3567	4246	4769	5051	2082	3969	3425	4736	4225	2301	4350	5225
ENSG00000013364.19	2685	3436	2300	4881	3313	3984	2040	7483	3536	6207	5092	1053	2779	3614
ENSG00000013374.16	1187	1605	1572	1338	1811	1585	2055	5159	1385	2649	3542	794	2147	2722
ENSG00000013375.16	990	1302	1905	1171	1372	922	1167	1860	1083	1539	1718	974	2463	3433
ENSG00000013392.8	170	346	366	240	298	183	135	411	159	337	305	158	302	495
ENSG00000013441.16	1394	1161	2327	1163	728	1186	519	2079	1756	3835	2142	966	1325	2158
ENSG00000013503.10	589	703	571	428	671	788	448	662	479	620	673	358	951	991
ENSG00000013523.11	262	850	429	411	529	979	330	571	443	953	814	318	769	724
ENSG00000013561.18	1073	1483	1440	1185	2100	1592	1560	1956	1531	1795	2480	1308	2027	2585
ENSG00000013563.14	80	143	147	114	183	191	84	187	143	262	237	79	182	213
ENSG00000013573.17	93	326	222	126	57	83	111	164	329	126	409	31	338	149
ENSG00000013583.10	2099	2825	5154	2936	5194	3347	4105	5605	3588	3378	5543	2219	5711	5697
ENSG00000013588.9	177	40	54	32	28	31	27	61	376	45	38	15	47	16
ENSG00000013619.14	162	268	155	78	353	245	139	147	88	243	241	143	495	310
ENSG00000013725.14	54	72	98	91	71	119	116	332	70	2831	614	44	194	162
ENSG00000013810.20	90	177	238	183	192	642	203	561	221	982	692	93	380	419
ENSG00000014123.10	1076	1778	1656	1073	1678	1763	855	1637	1796	1656	2148	1368	2029	2565
ENSG00000014138.9	30	49	84	58	68	61	61	133	52	123	177	28	133	111
ENSG00000014164.7	337	735	666	530	449	437	465	655	637	614	611	223	727	764
ENSG00000014216.16	2112	3385	3428	3253	4935	4331	2884	5509	2701	4847	4674	1882	5707	4769
ENSG00000014257.16	2	7	2	4	5	5	24	7	14	24	12	3	15	11
ENSG00000014641.21	3593	4046	6203	4836	6404	6505	6824	8931	6191	6705	11263	3698	7810	9076
ENSG00000014824.14	1246	1650	992	1284	1662	1329	1153	2161	1494	1856	2556	1191	1784	2623
ENSG00000014914.21	74	87	62	47	28	94	62	439	53	177	115	48	57	149
ENSG00000014919.13	968	1308	1301	1109	1670	1352	923	1471	1324	1367	1574	923	1830	1795
ENSG00000015133.19	198	281	214	140	298	228	311	355	203	1431	664	90	402	493
ENSG00000015153.15	551	387	677	478	424	465	358	715	686	760	773	730	549	967
ENSG00000015171.20	1488	2380	1928	1429	2002	1948	1119	2077	1594	2701	2407	1147	2408	2559
ENSG00000015285.11	190	315	246	251	287	227	165	508	401	1903	821	202	298	363
ENSG00000015413.9	7	1	15	3	3	1	18	44	98	34	25	0	13	8
ENSG00000015475.19	788	838	1640	1183	1551	1938	1190	2569	938	1880	1763	980	2147	2915
ENSG00000015479.20	15	36	37	11	5	16	8	25	18	43	40	25	20	33
ENSG00000015520.15	1988	2123	2552	1517	2669	3860	1120	365	1427	1749	1380	1440	3258	3573
ENSG00000015532.10	426	699	722	535	793	918	710	958	464	944	1303	380	944	1060
ENSG00000015568.13	0	0	0	1	1	0	0	0	1	0	0	1	0	0
ENSG00000015592.16	1	1	0	0	2	0	0	0	1	0	0	0	1	1
ENSG00000015676.18	1281	2252	1582	1643	2426	2609	1666	2676	1664	2620	3077	1198	2383	2665
ENSG00000016082.15	0	0	5	0	0	2	0	0	0	0	0	0	0	0
ENSG00000016391.11	3112	3923	2723	1644	1802	3373	2555	5597	2742	3691	3961	2114	3609	5247
ENSG00000016402.13	25	42	36	29	46	22	40	42	77	55	45	11	43	49
ENSG00000016490.16	0	0	0	0	0	0	0	0	41	0	0	0	0	0
ENSG00000016602.9	0	0	0	0	3	0	0	0	3	0	0	0	0	0
ENSG00000016864.18	791	2685	2320	1368	2067	2047	1164	4155	1845	2467	2424	1152	2542	3686
ENSG00000017260.20	1101	2091	1235	1239	1784	1534	1135	2422	1744	1929	2562	1010	2361	2469
ENSG00000017427.17	320	942	990	327	796	189	410	535	976	127	187	495	646	959
ENSG00000017483.15	19	22	19	11	12	24	61	77	146	148	67	7	27	25
ENSG00000017797.13	1136	1751	1361	1277	1590	1647	1298	2116	1314	1910	2304	939	2078	2366
ENSG00000018189.13	499	1004	727	807	724	875	690	1397	670	1540	1625	349	1075	1338
ENSG00000018236.15	34	49	25	32	15	39	25	29	61	34	106	18	78	50
ENSG00000018280.17	55	57	70	98	105	85	39	77	89	176	79	106	61	74
ENSG00000018408.15	1686	1506	1215	1033	1076	1329	761	1206	1084	1976	1625	792	1764	1594
ENSG00000018510.17	1956	1574	1662	948	1739	1569	1269	2469	1450	1743	2280	1639	2526	2789
ENSG00000018607.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000018610.15	423	505	477	399	555	448	296	527	422	396	494	248	509	612
ENSG00000018625.15	23	162	35	20	59	7	35	41	7	161	50	8	65	9
ENSG00000018699.13	227	433	327	304	398	366	291	582	350	479	531	193	534	520
ENSG00000018869.17	51	35	48	37	50	23	43	77	35	74	75	37	52	99
ENSG00000019102.12	75	43	76	411	51	33	190	951	64	179	146	27	113	214
ENSG00000019144.19	501	470	180	220	219	140	268	333	294	868	357	123	443	416
ENSG00000019169.10	1527	6770	2576	2192	2924	4749	1961	1395	3338	14384	7087	2700	3559	5515
ENSG00000019186.10	0	1	0	0	1	0	0	2	13	2	0	0	0	0
ENSG00000019485.13	78	229	121	84	140	135	97	184	89	242	206	67	197	211
ENSG00000019505.8	65	35	24	34	34	21	48	183	61	153	80	27	126	100
ENSG00000019549.13	96	145	125	63	73	106	321	318	489	262	310	60	128	195
ENSG00000019582.15	21883	35663	38156	21851	21516	23892	37038	79240	37932	255080	146953	20003	34465	42461
ENSG00000019991.18	1517	902	893	1005	669	554	779	2802	1924	2053	1779	604	1843	2613
ENSG00000019995.6	260	1108	471	459	1149	753	562	580	422	584	810	476	1121	1053
ENSG00000020129.16	220	412	287	234	322	291	253	721	267	520	534	157	374	529
ENSG00000020181.18	131	869	266	255	396	239	561	692	251	767	600	113	744	1032
ENSG00000020219.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000020256.20	183	332	293	237	377	383	291	489	219	350	446	187	474	432
ENSG00000020426.11	176	223	233	199	228	254	138	267	271	258	242	175	283	281
ENSG00000020577.14	763	1253	1292	533	2152	1757	625	974	602	1178	831	639	1351	1572
ENSG00000020633.19	169	149	150	221	185	189	135	492	299	1452	698	82	308	359
ENSG00000020922.13	186	341	322	200	345	361	228	419	321	643	520	177	421	529
ENSG00000021300.14	122	75	93	104	106	62	141	186	122	272	218	47	227	141
ENSG00000021355.13	2941	1526	1024	1325	852	2493	756	6242	1264	3763	2835	1060	1272	2280
ENSG00000021461.17	294	304	435	154	556	249	188	574	316	304	244	376	208	347
ENSG00000021488.13	378	496	557	410	961	875	648	806	451	450	647	394	760	1228
ENSG00000021574.13	415	556	509	423	615	562	442	664	526	637	1007	415	778	794
ENSG00000021645.20	6	18	5	36	22	5	215	491	16	38	620	3	11	16
ENSG00000021762.20	106	232	120	117	178	129	125	265	198	403	231	72	246	307
ENSG00000021776.11	734	1155	775	576	1068	839	675	1274	905	1312	1227	514	1268	1389
ENSG00000021826.17	73225	62268	123930	60082	125172	108518	92956	39700	171290	105679	123123	86498	306576	247410
ENSG00000021852.13	26637	42620	30504	38679	43508	35829	15650	27755	50246	27930	37236	18987	30750	38318
ENSG00000022267.19	2459	2553	1104	1034	1021	1285	388	935	1574	2404	888	791	1522	1354
ENSG00000022277.13	1124	1517	1603	1379	1966	1722	1251	2197	1633	2239	2336	1173	2057	2381
ENSG00000022355.18	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000022556.16	11	25	5	16	10	28	11	39	15	136	162	11	19	22
ENSG00000022567.10	55	113	80	63	54	32	91	262	73	370	152	29	117	122
ENSG00000022840.16	3138	3706	4230	3538	4258	4398	3015	6290	3711	5114	6102	2636	5172	6376
ENSG00000022976.15	68	184	106	73	153	148	54	132	99	204	168	101	165	160
ENSG00000023041.11	811	979	1010	820	1293	1039	582	1176	1035	1352	1222	772	1155	1324
ENSG00000023171.18	78	164	121	69	170	90	241	787	78	513	451	49	277	320
ENSG00000023191.17	2915	3291	3916	4073	5740	5056	3239	5899	2816	6035	4578	2396	4790	5801
ENSG00000023228.14	4014	7233	4739	5307	7790	5902	4029	4946	5271	4238	6276	4085	9152	8890
ENSG00000023287.13	943	1892	1200	1220	1291	1582	858	1808	1747	1821	2631	1359	2052	2791
ENSG00000023318.8	2221	3261	3641	3706	4019	4228	2968	5559	4341	3687	5875	2074	4493	4609
ENSG00000023330.15	7298	27154	28483	13476	40209	28352	3477	43844	14107	24504	18492	20896	19845	29693
ENSG00000023445.16	1517	1020	473	893	348	434	560	4441	978	4375	2091	304	781	1658
ENSG00000023516.9	872	1498	925	587	908	1140	737	1204	944	1491	1658	1029	1340	1772
ENSG00000023572.10	669	534	632	439	532	605	368	942	664	691	845	658	605	904
ENSG00000023608.5	108	117	134	125	210	186	41	142	172	184	176	80	145	137
ENSG00000023697.13	1768	1982	2541	2406	3176	3060	1393	2072	2469	2334	2171	2110	3110	3619
ENSG00000023734.11	2217	2260	2391	2394	3152	2431	2127	3543	2721	2741	3504	2529	3620	4125
ENSG00000023839.12	4480	6498	7377	4952	8996	8000	5548	11620	3552	4737	13941	4900	9600	11806
ENSG00000023892.11	88	137	129	121	103	156	127	425	155	1259	471	77	255	245
ENSG00000023902.14	653	635	533	493	497	578	271	1159	618	4052	1330	304	592	867
ENSG00000023909.10	2665	2010	2639	1240	1925	1804	1288	2647	1793	2689	3343	2740	2022	4671
ENSG00000024048.11	1349	2373	1748	1260	2534	2131	1776	2275	1750	2401	3250	1313	2901	3338
ENSG00000024422.12	868	1277	662	469	762	443	578	906	686	1429	687	166	1053	844
ENSG00000024526.17	6	4	31	4	3	7	6	42	50	9	87	36	44	18
ENSG00000024862.18	808	1261	1664	1280	1762	1940	868	1461	1777	1844	1920	949	1324	2151
ENSG00000025039.15	562	665	495	440	436	830	167	297	472	1005	293	454	580	519
ENSG00000025156.13	102	178	196	100	176	189	123	265	187	241	339	101	185	216
ENSG00000025293.17	566	861	770	491	680	705	555	927	656	1260	974	439	1025	1177
ENSG00000025423.11	31557	41023	44593	46395	55173	41786	21966	24866	44064	22596	49844	28012	62450	45351
ENSG00000025434.19	1460	2752	2416	2143	3816	3927	1292	2205	1857	5535	2480	2404	2946	3606
ENSG00000025708.14	680	1169	1071	2283	1994	1312	3524	7740	1681	3626	6163	565	2723	3690
ENSG00000025770.19	587	692	782	638	922	1070	507	973	514	1069	953	537	1032	1061
ENSG00000025772.8	581	549	754	714	888	639	433	1442	692	924	1207	481	920	1187
ENSG00000025796.14	3186	4560	3822	3468	5431	4632	3215	5268	4475	3994	5876	2137	6415	6613
ENSG00000025800.14	1266	2131	1093	1124	1566	1392	1242	1955	1396	1690	2178	981	1912	2405
ENSG00000026025.16	4146	3522	2912	2345	1689	1943	2095	6192	3472	13198	5239	1264	3684	3429
ENSG00000026036.22	2	14	4	6	3	5	4	13	9	31	22	3	11	20
ENSG00000026103.22	399	477	528	412	458	432	834	1713	483	1088	1631	688	1249	1850
ENSG00000026297.16	360	476	576	377	425	515	310	711	585	1618	889	337	686	607
ENSG00000026508.20	1119	1354	734	601	465	502	792	1789	884	6869	2825	608	1175	1451
ENSG00000026559.14	7	18	2	3	11	2	2	15	5	17	6	1	2	10
ENSG00000026652.15	70	73	41	30	38	25	46	68	66	180	67	23	71	120
ENSG00000026751.17	171	183	197	146	124	193	254	943	261	4279	1299	108	229	373
ENSG00000026950.17	293	857	547	618	798	749	1117	2189	664	2440	2972	450	1137	1332
ENSG00000027001.10	428	503	560	542	674	695	476	725	662	667	668	331	818	1048
ENSG00000027075.15	303	422	339	284	366	278	268	415	427	1465	905	212	433	637
ENSG00000027644.5	1	3	0	1	0	0	1	2	0	2	0	0	0	0
ENSG00000027697.15	2660	2698	2062	1856	2149	2528	2059	8645	2946	6021	4103	2316	1542	5060
ENSG00000027847.14	350	502	575	814	748	760	425	1001	559	927	852	455	758	1026
ENSG00000027869.12	41	30	66	79	29	41	30	176	109	466	277	41	76	65
ENSG00000028116.18	138	219	116	116	173	205	140	290	160	317	319	124	270	319
ENSG00000028137.19	1119	2252	1811	2514	2258	1735	1471	4040	2812	6393	4017	2201	2962	2738
ENSG00000028203.18	1021	1475	995	908	1129	1308	850	1731	1050	1438	1731	869	1444	2389
ENSG00000028277.21	173	191	83	84	93	126	79	220	88	547	280	50	120	156
ENSG00000028310.18	338	498	425	354	453	576	271	795	422	1026	610	276	617	772
ENSG00000028528.15	2492	3556	2984	2919	3442	3151	2155	4374	2493	3965	4121	2025	4061	5480
ENSG00000028839.10	250	233	319	199	275	359	163	474	325	469	435	137	300	468
ENSG00000029153.14	325	166	186	160	26	38	136	604	221	407	485	127	166	334
ENSG00000029363.17	1881	2604	1826	1497	2400	2086	1444	2500	2153	3340	3554	1134	2564	3356
ENSG00000029364.12	2444	4587	3513	3163	4645	3831	2777	3737	3728	3612	5097	2525	5270	4165
ENSG00000029534.21	15	20	10	9	7	9	15	10	28	31	13	2	12	7
ENSG00000029559.7	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ENSG00000029639.11	224	243	517	252	314	387	407	707	300	327	398	344	517	689
ENSG00000029725.17	1033	1458	822	774	1027	1050	776	1195	882	1451	1530	952	1692	1636
ENSG00000029993.15	1042	875	1395	2165	1236	586	1122	1857	2685	1621	2136	827	1373	1861
ENSG00000030066.13	751	1177	773	621	1075	1123	691	1160	859	1266	1259	634	1410	1320
ENSG00000030110.13	215	192	132	263	113	150	187	574	221	594	458	157	207	365
ENSG00000030304.14	8	10	10	12	17	5	9	24	17	25	20	4	5	18
ENSG00000030419.16	89	135	103	82	132	70	112	203	97	239	404	23	130	156
ENSG00000030582.18	4255	8213	5473	6086	8007	8500	6132	12415	6221	22082	13181	3424	9074	10504
ENSG00000031003.10	346	633	266	201	376	343	217	420	281	805	540	328	475	523
ENSG00000031081.11	417	615	230	239	301	170	314	329	217	1357	661	225	582	528
ENSG00000031691.7	27	114	133	45	65	115	62	160	136	94	212	56	94	228
ENSG00000031698.13	3079	3739	4474	4138	5326	4871	2966	5589	3037	4511	4593	2409	5937	6671
ENSG00000031823.14	927	1029	1178	1077	1315	1392	901	1544	924	1724	1529	603	1557	1777
ENSG00000032219.19	477	2182	883	652	1308	1238	621	815	816	1331	1246	596	1559	1600
ENSG00000032389.13	290	399	462	417	508	793	395	629	623	680	616	365	743	673
ENSG00000032444.17	579	1392	1022	1175	1666	1739	1539	2207	1105	2444	2525	882	1476	2300
ENSG00000032742.18	634	636	511	442	516	691	293	745	631	742	568	424	589	897
ENSG00000033011.13	260	488	469	457	547	570	562	949	411	493	812	270	731	867
ENSG00000033030.15	534	785	681	396	698	803	451	835	550	959	746	354	741	1120
ENSG00000033050.9	267	192	266	183	194	227	128	440	242	412	358	122	236	236
ENSG00000033100.16	687	1109	688	906	1012	1032	656	1517	612	1722	1440	503	1209	1934
ENSG00000033122.21	29	53	31	14	24	15	25	13	19	54	55	15	29	53
ENSG00000033170.17	123	236	146	87	132	108	149	228	223	459	334	51	178	267
ENSG00000033178.13	553	886	701	746	849	729	806	1659	861	1100	2345	594	1416	1508
ENSG00000033327.13	190	624	194	165	588	333	244	513	329	899	612	225	365	430
ENSG00000033627.17	1885	2249	1952	1472	1997	2037	1537	3152	1604	3285	3138	1038	2704	2873
ENSG00000033800.14	425	702	529	298	735	624	490	722	540	933	955	284	868	885
ENSG00000033867.16	118	216	133	116	108	221	126	290	232	645	527	149	226	541
ENSG00000034053.14	26	29	28	48	32	40	31	83	37	174	128	11	100	89
ENSG00000034152.19	3194	2270	3544	4049	3832	2766	2413	4887	2534	4104	3902	3969	3363	5197
ENSG00000034239.11	22	20	19	10	22	16	11	21	25	26	16	22	6	19
ENSG00000034510.6	4365	5415	5501	5199	4185	5519	4030	17202	6985	26964	14036	4557	5926	8999
ENSG00000034533.12	126	181	151	101	225	210	83	227	124	250	147	123	233	208
ENSG00000034677.13	1291	1758	1651	1382	1452	982	938	2784	1516	2900	2945	2170	1816	3572
ENSG00000034693.15	499	682	576	605	762	645	547	1008	718	542	1125	682	1073	1367
ENSG00000034713.8	1510	1922	2152	1812	2039	2118	1142	2674	2067	2791	2327	1551	1987	2790
ENSG00000034971.17	0	2	0	0	0	0	0	6	0	0	0	0	0	1
ENSG00000035115.22	426	394	588	207	334	315	1322	2706	427	725	2072	178	622	617
ENSG00000035141.8	787	1038	1442	904	993	1274	801	1632	906	1189	1349	840	1730	1617
ENSG00000035403.18	1850	2447	953	1021	1456	706	1344	2328	1218	2656	2140	598	1718	1906
ENSG00000035499.13	3	9	21	16	6	10	16	87	44	38	88	14	41	43
ENSG00000035664.11	100	106	124	76	98	157	88	478	124	598	355	36	68	152
ENSG00000035681.9	188	292	253	168	255	269	165	448	285	858	524	162	370	483
ENSG00000035687.10	863	692	569	571	597	713	583	1156	839	1129	1321	484	798	1273
ENSG00000035720.8	4	4	3	3	2	5	5	60	9	50	17	3	13	8
ENSG00000035862.12	2584	4107	2512	1919	2653	2276	2486	3972	3499	7077	4025	1149	3483	5198
ENSG00000035928.16	1033	2229	1141	1305	1878	1686	1381	2367	1147	1709	2858	815	2859	2846
ENSG00000036054.13	919	1131	1095	901	1236	1113	825	1439	950	1363	1618	1071	1405	1842
ENSG00000036257.13	1110	1549	967	978	1641	1189	928	1469	1191	1322	1618	1144	1879	1783
ENSG00000036448.10	240	189	259	179	428	397	79	245	307	236	213	225	311	330
ENSG00000036473.8	4449	5687	5948	4463	9294	10656	7361	14826	4870	4983	12868	6399	14727	21912
ENSG00000036530.9	16	23	32	35	61	27	12	14	39	31	49	22	54	43
ENSG00000036549.13	886	1136	1033	518	959	999	636	1220	830	1240	1122	553	1441	1312
ENSG00000036565.15	0	1	2	1	1	1	2	6	10	26	2	1	0	5
ENSG00000036672.16	199	1093	685	135	808	386	192	523	151	745	679	624	376	594
ENSG00000036828.17	25	33	23	24	29	46	43	94	14	42	66	16	55	53
ENSG00000037042.9	87	154	140	210	187	228	114	329	140	281	357	56	247	392
ENSG00000037241.7	405	376	603	458	608	605	406	803	536	671	785	476	702	812
ENSG00000037280.16	407	910	464	475	616	375	427	561	583	930	589	272	903	711
ENSG00000037474.15	1321	1830	1968	1517	1800	2019	1113	2391	1740	2248	2140	1161	2185	3100
ENSG00000037637.11	424	629	665	441	657	605	405	862	479	800	837	383	790	774
ENSG00000037749.12	189	436	142	152	294	186	323	338	215	334	577	213	551	543
ENSG00000037757.14	169	213	142	217	244	313	217	239	149	265	330	159	330	388
ENSG00000037897.17	308	171	342	228	189	214	105	473	211	311	240	187	326	311
ENSG00000037965.6	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000038002.9	385	574	616	523	667	737	560	1048	894	853	1282	434	930	1337
ENSG00000038210.14	1417	2297	2161	1546	3402	2283	1831	2697	2034	2395	3206	2036	3793	3494
ENSG00000038219.13	434	1142	568	420	789	776	535	934	705	1308	1244	357	1172	1310
ENSG00000038274.17	1451	1996	1999	1762	2526	2726	1743	3163	2276	3868	3834	1623	2637	3440
ENSG00000038295.8	12	18	11	2	7	7	22	11	13	34	11	7	14	19
ENSG00000038358.15	414	628	237	389	543	475	474	684	395	843	685	271	745	818
ENSG00000038382.20	486	1441	545	439	765	987	556	1176	596	1336	1416	441	1185	1458
ENSG00000038427.16	346	226	99	156	100	49	317	259	227	470	573	63	437	478
ENSG00000038532.16	261	953	432	446	734	614	672	963	540	908	1117	327	835	1082
ENSG00000038945.15	351	960	307	218	387	397	295	888	787	2254	1196	678	601	955
ENSG00000039068.19	4630	8694	7872	6225	8921	6378	8627	16932	6801	6517	19120	3620	17210	11954
ENSG00000039123.16	817	1496	1015	918	1396	1315	757	1311	1103	1531	1526	709	1664	2033
ENSG00000039139.9	46	602	41	68	59	250	46	187	123	161	34	74	41	313
ENSG00000039319.17	401	810	388	339	409	391	429	489	438	1232	1102	603	831	951
ENSG00000039523.20	786	821	823	677	671	777	673	1065	542	1888	1234	517	978	1140
ENSG00000039537.14	28322	64908	31848	33637	45437	43437	18898	22736	43653	27681	27374	22585	36415	31273
ENSG00000039560.14	1165	1904	1162	1070	2631	1775	1172	1262	1274	1477	1763	796	2800	2319
ENSG00000039600.11	2	4	0	2	2	5	1	2	1	5	8	0	1	6
ENSG00000039650.12	430	619	671	515	675	936	434	917	510	958	873	363	756	861
ENSG00000039987.7	0	0	0	0	0	1	0	1	0	0	0	0	0	0
ENSG00000040199.18	208	435	192	172	211	248	147	466	163	334	682	167	357	464
ENSG00000040275.17	53	68	76	59	55	65	56	135	99	155	132	31	110	134
ENSG00000040341.18	715	867	928	614	819	866	615	1000	812	887	1266	727	1083	1448
ENSG00000040487.13	455	294	618	364	485	522	589	904	368	762	655	376	463	700
ENSG00000040531.16	336	483	486	432	558	463	562	765	415	726	825	352	773	812
ENSG00000040608.14	45	95	334	265	186	113	373	381	168	99	700	313	475	211
ENSG00000040633.13	1056	516	1158	667	712	942	497	1918	718	1085	1072	949	828	1051
ENSG00000040731.10	0	1	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000040933.16	200	442	229	241	297	277	263	628	320	1324	883	186	512	671
ENSG00000041353.10	116	104	44	55	66	125	17	100	47	261	110	60	121	101
ENSG00000041357.16	2048	2428	2999	2944	3147	3257	2532	6360	3400	4097	4536	2027	3942	5424
ENSG00000041515.16	147	110	210	200	300	270	116	116	160	151	175	82	125	279
ENSG00000041802.11	848	821	882	721	784	748	639	1447	676	1230	1089	599	1109	1340
ENSG00000041880.14	268	547	622	468	884	778	742	1253	403	903	1251	308	826	1134
ENSG00000041982.16	353	1889	588	870	658	256	488	650	860	1297	1499	101	1271	732
ENSG00000041988.15	175	180	335	208	246	356	144	378	219	340	301	208	234	529
ENSG00000042062.13	116	644	492	267	336	390	273	321	499	896	517	138	443	1052
ENSG00000042088.14	170	258	246	185	254	289	271	349	208	460	497	162	467	314
ENSG00000042286.15	400	647	978	777	707	1426	793	2226	582	774	1346	600	958	1780
ENSG00000042304.12	0	0	0	0	1	0	0	2	0	0	1	2	0	1
ENSG00000042317.17	78	200	178	117	164	235	119	255	128	379	290	106	167	245
ENSG00000042429.12	54	40	67	37	50	69	28	100	76	121	73	25	61	73
ENSG00000042445.14	5711	7590	7957	5950	11376	12217	6643	11338	7726	5235	10915	4363	13481	12100
ENSG00000042493.16	233	117	100	190	122	212	172	1243	190	5766	714	87	237	362
ENSG00000042753.12	1802	1935	2852	2606	3385	2989	1857	3358	2601	3058	3094	2142	3394	3709
ENSG00000042781.14	912	1371	1040	740	2500	762	96	23	639	476	132	760	2086	1301
ENSG00000042813.8	3	0	2	0	1	2	1	0	0	0	2	1	0	2
ENSG00000042832.12	6	11	9	11	3	17	8	26	11	22	14	13	16	17
ENSG00000042980.13	16	48	29	36	25	37	23	280	69	430	161	12	59	124
ENSG00000043039.7	3	4	0	1	0	0	0	12	8	1	4	0	13	9
ENSG00000043093.15	987	1229	1590	802	1340	1203	1242	1582	1449	1224	2290	1314	1895	2132
